village_id,latitude,longitude,elevation,x_cross_km,downscaled_jjas_rainfall_mm,inside_validated_band
ga.geojson:0,15.77767,73.85729,33.3,-20.97,3819.9,False
ga.geojson:1,15.75381,73.86046,99.0,-23.4,4070.5,False
ga.geojson:2,15.75922,73.83956,16.9,-24.31,3786.7,False
ga.geojson:3,15.7489,73.8406,69.5,-25.42,4003.0,False
ga.geojson:4,15.73751,73.88853,88.2,-23.43,4096.8,False
ga.geojson:5,15.72145,73.91233,42.0,-23.8,3893.1,False
ga.geojson:6,15.72425,73.8461,88.4,-28.05,3894.3,False
ga.geojson:7,15.73785,73.83126,61.3,-27.41,3864.4,False
ga.geojson:8,15.73412,73.81483,13.2,-29.03,3699.7,False
ga.geojson:9,15.71102,73.80394,78.4,-32.66,3833.7,False
ga.geojson:10,15.70041,73.76046,40.7,-37.02,3614.8,False
ga.geojson:11,15.71724,73.87518,71.1,-26.92,3854.7,False
ga.geojson:12,15.72713,73.82083,47.9,-29.46,3771.8,False
ga.geojson:13,15.72332,73.68418,25.8,-40.01,3419.8,False
ga.geojson:14,15.71548,73.80254,33.8,-32.19,3811.5,False
ga.geojson:15,15.71708,73.69805,14.9,-39.59,3454.3,False
ga.geojson:16,15.70562,73.71578,49.6,-39.56,3611.5,False
ga.geojson:17,15.71057,73.93364,40.1,-23.61,3770.4,False
ga.geojson:18,15.69719,73.86651,36.6,-30.02,3670.7,False
ga.geojson:19,15.68095,73.83522,22.4,-34.22,3573.8,False
ga.geojson:20,15.6909,73.89697,33.2,-28.57,3674.1,False
ga.geojson:21,15.68799,73.94356,24.4,-25.3,3773.3,False
ga.geojson:22,15.68782,73.81734,46.8,-34.65,3660.7,False
ga.geojson:23,15.69034,73.72089,34.8,-41.05,3578.3,False
ga.geojson:24,15.68175,73.90732,77.8,-28.78,3779.0,False
ga.geojson:25,15.67344,73.80323,23.4,-37.42,3616.6,False
ga.geojson:26,15.66759,73.74399,38.9,-42.31,3541.6,False
ga.geojson:27,15.66926,73.77461,32.4,-39.95,3595.8,False
ga.geojson:28,15.64977,73.93553,47.5,-28.41,3747.7,False
ga.geojson:29,15.66511,73.89169,43.4,-31.63,3738.1,False
ga.geojson:30,15.66906,73.86609,43.1,-33.29,3670.0,False
ga.geojson:31,15.65018,74.19118,512.4,0.62,5792.5,False
ga.geojson:32,15.65284,73.85391,24.7,-35.84,3598.2,False
ga.geojson:33,15.63939,74.22829,400.3,3.68,5228.7,False
ga.geojson:34,15.64669,73.89781,41.5,-32.35,3820.1,False
ga.geojson:35,15.63823,74.16765,347.9,-2.22,5533.1,False
ga.geojson:36,15.6348,73.82725,25.6,-39.6,3513.1,False
ga.geojson:37,15.62633,73.85755,26.1,-37.18,3536.5,False
ga.geojson:38,15.64063,73.79535,30.8,-41.71,3568.1,False
ga.geojson:39,15.63484,73.73692,28.4,-46.77,3533.1,False
ga.geojson:40,15.64682,73.76433,10.8,-43.38,3564.4,False
ga.geojson:41,15.63543,74.12773,287.2,-6.32,5281.2,False
ga.geojson:42,15.63391,74.15547,251.4,-3.6,4995.0,False
ga.geojson:43,15.63412,74.1411,212.0,-5.02,4926.5,False
ga.geojson:44,15.64045,73.75437,27.0,-44.85,3548.1,False
ga.geojson:45,15.63499,74.10265,251.9,-8.93,4965.8,False
ga.geojson:46,15.62922,74.11489,244.0,-7.84,5016.7,False
ga.geojson:47,15.63416,73.77973,11.0,-43.59,3501.2,False
ga.geojson:48,15.62784,74.08874,160.9,-10.57,4563.6,False
ga.geojson:49,15.62398,73.87887,36.9,-34.94,3638.0,False
ga.geojson:50,15.62407,73.7831,28.6,-44.25,3510.5,False
ga.geojson:51,15.61948,74.17577,236.9,-2.37,6010.9,False
ga.geojson:52,15.63124,73.90656,44.1,-31.8,3697.1,False
ga.geojson:53,15.62253,73.89626,44.0,-32.96,3680.8,False
ga.geojson:54,15.62364,74.07075,132.1,-12.56,4355.7,False
ga.geojson:55,15.61795,73.92168,43.9,-29.81,3666.3,False
ga.geojson:56,15.60563,73.77322,36.3,-46.41,3544.9,False
ga.geojson:57,15.60397,74.19881,169.2,-1.17,4934.7,False
ga.geojson:58,15.61127,73.97654,58.4,-23.03,3917.0,False
ga.geojson:59,15.60545,74.23947,375.3,2.62,4022.6,False
ga.geojson:60,15.59978,73.81278,26.5,-42.47,3534.3,False
ga.geojson:61,15.60983,74.1053,275.0,-9.61,5309.6,False
ga.geojson:62,15.60727,74.04436,41.5,-15.77,3885.9,False
ga.geojson:63,15.61239,74.06813,57.6,-13.18,4179.2,False
ga.geojson:64,15.61587,73.95415,62.7,-25.76,3847.3,False
ga.geojson:65,15.60803,74.14514,105.5,-5.9,5495.2,False
ga.geojson:66,15.59584,73.94991,31.8,-26.07,3761.8,False
ga.geojson:67,15.61361,73.78652,38.0,-44.71,3539.7,False
ga.geojson:68,15.60996,73.90193,42.1,-32.03,3612.3,False
ga.geojson:69,15.6025,74.07874,268.3,-12.54,4895.6,False
ga.geojson:70,15.58747,73.87169,12.1,-35.16,3535.3,False
ga.geojson:71,15.59207,73.88587,7.4,-33.54,3526.3,False
ga.geojson:72,15.59893,74.00044,57.0,-20.56,3949.6,False
ga.geojson:73,15.57958,73.91723,38.4,-29.84,3728.4,False
ga.geojson:74,15.58064,74.02438,46.5,-18.86,3773.9,False
ga.geojson:75,15.58732,73.74489,21.1,-49.99,3411.9,False
ga.geojson:76,15.59394,74.12688,207.6,-8.42,5447.4,False
ga.geojson:77,15.59688,73.844,13.0,-38.8,3460.0,False
ga.geojson:78,15.59806,74.17242,168.6,-3.96,5177.4,False
ga.geojson:79,15.59256,74.05511,111.0,-15.3,4204.7,False
ga.geojson:80,15.58251,73.97379,47.9,-23.8,3845.8,False
ga.geojson:81,15.5843,74.23873,236.5,1.14,4696.4,False
ga.geojson:82,15.58985,74.16552,118.8,-5.12,4667.7,False
ga.geojson:83,15.58693,73.85283,24.2,-37.46,3498.9,False
ga.geojson:84,15.57847,74.10156,322.4,-11.7,5165.6,False
ga.geojson:85,15.58694,73.78846,25.8,-45.24,3508.2,False
ga.geojson:86,15.5816,73.82057,11.5,-41.3,3436.2,False
ga.geojson:87,15.58181,73.842,21.9,-38.66,3517.0,False
ga.geojson:88,15.57885,74.19071,145.1,-3.56,4817.7,False
ga.geojson:89,15.58222,74.14519,75.9,-7.46,4325.2,False
ga.geojson:90,15.58458,73.79942,19.1,-43.94,3491.3,False
ga.geojson:91,15.57821,74.00989,62.5,-20.38,3855.7,False
ga.geojson:92,15.57985,74.20618,108.9,-2.09,4726.0,False
ga.geojson:93,15.58205,73.83294,12.7,-39.79,3477.9,False
ga.geojson:94,15.57031,73.78434,16.1,-45.46,3429.3,False
ga.geojson:95,15.56183,73.99713,28.5,-22.43,3546.3,False
ga.geojson:96,15.56561,74.12933,115.0,-9.99,4283.9,False
ga.geojson:97,15.56075,74.07879,161.2,-14.9,4160.5,False
ga.geojson:98,15.57338,74.16854,137.1,-5.92,4739.4,False
ga.geojson:99,15.56761,73.76699,28.4,-47.52,3447.3,False
ga.geojson:100,15.57134,73.8069,8.7,-42.71,3390.2,False
ga.geojson:101,15.56475,74.23322,155.8,-0.66,4809.7,False
ga.geojson:102,15.57239,73.82361,17.5,-40.68,3452.0,False
ga.geojson:103,15.56466,73.85641,43.5,-36.7,3670.9,False
ga.geojson:104,15.57227,73.86807,19.8,-35.37,3647.9,False
ga.geojson:105,15.56781,73.90007,3.5,-31.89,3598.5,False
ga.geojson:106,15.565,73.8919,3.6,-32.82,3592.1,False
ga.geojson:107,15.55595,73.82908,38.0,-39.81,3534.9,False
ga.geojson:108,15.54967,74.0555,56.0,-17.74,3734.3,False
ga.geojson:109,15.54566,73.76891,21.3,-46.74,3421.9,False
ga.geojson:110,15.56662,74.14597,61.4,-8.42,4328.3,False
ga.geojson:111,15.5583,74.03671,59.2,-18.92,3753.6,False
ga.geojson:112,15.56689,73.90952,32.0,-30.91,3608.5,False
ga.geojson:113,15.56081,74.20027,97.4,-3.9,4654.9,False
ga.geojson:114,15.55988,74.10591,160.4,-12.49,4364.2,False
ga.geojson:115,15.56295,74.16122,76.2,-7.29,4594.9,False
ga.geojson:116,15.55722,73.95807,20.2,-26.41,3631.2,False
ga.geojson:117,15.544,73.88795,10.7,-33.89,3539.5,False
ga.geojson:118,15.56328,73.88029,11.6,-34.1,3614.2,False
ga.geojson:119,15.55569,73.92746,35.2,-29.48,3760.6,False
ga.geojson:120,15.55629,74.1489,62.0,-8.84,4450.9,False
ga.geojson:121,15.5448,74.26202,427.0,0.74,5101.8,False
ga.geojson:122,15.54989,74.17982,117.2,-6.48,4694.0,False
ga.geojson:123,15.55468,74.16478,83.1,-7.52,4671.6,False
ga.geojson:124,15.56043,73.92274,20.8,-29.76,3707.6,False
ga.geojson:125,15.53956,74.24252,358.4,-1.39,4662.0,False
ga.geojson:126,15.55839,73.77883,9.3,-45.82,3381.0,False
ga.geojson:127,15.51889,74.21299,227.2,-5.33,4465.6,False
ga.geojson:128,15.55105,73.80706,20.0,-42.32,3469.8,False
ga.geojson:129,15.54541,73.78983,27.5,-44.28,3481.1,False
ga.geojson:130,15.54554,74.11597,112.5,-12.54,4626.3,False
ga.geojson:131,15.53973,73.8486,29.2,-38.02,3605.6,False
ga.geojson:132,15.54351,74.08346,124.1,-15.61,4247.1,False
ga.geojson:133,15.54427,74.19051,72.1,-5.88,4284.3,False
ga.geojson:134,15.5489,73.89889,7.8,-32.6,3525.9,False
ga.geojson:135,15.5495,74.1661,77.6,-7.75,4671.4,False
ga.geojson:136,15.53894,74.01963,29.1,-21.7,3598.3,False
ga.geojson:137,15.53179,74.14022,43.1,-11.27,4335.0,False
ga.geojson:138,15.52841,73.94184,3.5,-29.52,3418.2,False
ga.geojson:139,15.5354,74.16276,70.8,-8.98,4303.7,False
ga.geojson:140,15.54232,73.90555,3.2,-32.22,3513.6,False
ga.geojson:141,15.53604,73.98505,13.1,-25.06,3505.4,False
ga.geojson:142,15.52748,73.91431,4.6,-32.15,3398.1,False
ga.geojson:143,15.53045,74.09583,88.9,-15.37,4672.2,False
ga.geojson:144,15.52623,74.07017,67.3,-17.97,4377.2,False
ga.geojson:145,15.53219,74.11531,91.2,-13.5,4680.0,False
ga.geojson:146,15.51997,73.96719,16.6,-27.71,3544.6,False
ga.geojson:147,15.52906,73.81327,33.3,-41.99,3570.3,False
ga.geojson:148,15.52969,73.92613,5.7,-30.91,3396.2,False
ga.geojson:149,15.51995,73.90496,5.8,-33.46,3406.1,False
ga.geojson:150,15.51787,73.89239,2.7,-34.75,3402.0,False
ga.geojson:151,15.52271,74.0093,26.0,-23.71,3682.9,False
ga.geojson:152,15.51883,74.05757,110.3,-19.61,4574.3,False
ga.geojson:153,15.52069,73.79832,23.7,-43.79,3462.4,False
ga.geojson:154,15.52335,74.17361,70.6,-8.75,4109.8,False
ga.geojson:155,15.52095,73.83462,35.2,-40.14,3567.2,False
ga.geojson:156,15.50304,73.77182,19.6,-47.12,3384.3,False
ga.geojson:157,15.50726,74.15891,65.4,-11.08,4155.2,False
ga.geojson:158,15.51164,73.96242,30.1,-28.69,3594.2,False
ga.geojson:159,15.49297,74.03793,46.8,-23.11,4464.2,False
ga.geojson:160,15.51624,74.11655,51.9,-14.43,4291.1,False
ga.geojson:161,15.51187,74.09946,43.1,-16.27,4372.2,False
ga.geojson:162,15.50019,73.91929,25.1,-33.36,3589.6,False
ga.geojson:163,15.5061,73.78998,15.1,-45.19,3398.0,False
ga.geojson:164,15.49718,73.98635,91.9,-27.49,4378.2,False
ga.geojson:165,15.50703,73.81277,23.3,-42.92,3416.9,False
ga.geojson:166,15.50986,73.94976,6.4,-29.96,3549.2,False
ga.geojson:167,15.5096,73.93908,14.2,-30.95,3547.5,False
ga.geojson:168,15.50745,74.18297,151.9,-8.8,4529.0,False
ga.geojson:169,15.50151,74.11117,44.2,-15.86,4084.7,False
ga.geojson:170,15.50916,74.08476,56.6,-17.79,4503.8,False
ga.geojson:171,15.50431,74.1428,63.2,-12.75,4041.0,False
ga.geojson:172,15.50218,74.13025,29.9,-14.05,3996.3,False
ga.geojson:173,15.49968,74.06028,80.8,-20.63,4620.5,False
ga.geojson:174,15.49398,73.87921,34.0,-37.42,3540.3,False
ga.geojson:175,15.46972,73.85373,25.5,-41.32,3532.5,False
ga.geojson:176,15.49442,73.94052,11.3,-31.81,3644.4,False
ga.geojson:177,15.4985,73.96485,33.7,-29.34,3854.3,False
ga.geojson:178,15.4634,73.80815,17.0,-45.87,3387.1,False
ga.geojson:179,15.49262,73.89982,52.8,-35.62,3625.1,False
ga.geojson:180,15.4957,74.07868,95.4,-19.21,4326.8,False
ga.geojson:181,15.48143,74.00967,83.4,-26.43,4495.2,False
ga.geojson:182,15.49323,74.18394,151.8,-9.42,4714.2,False
ga.geojson:183,15.48711,74.09482,57.9,-18.24,4113.8,False
ga.geojson:184,15.48266,74.16852,77.4,-11.42,4295.2,False
ga.geojson:185,15.49291,74.00895,8.7,-25.74,4609.6,False
ga.geojson:186,15.49075,74.12609,33.7,-15.09,3988.0,False
ga.geojson:187,15.47089,74.06551,63.9,-21.91,4096.6,False
ga.geojson:188,15.48523,74.19279,226.7,-8.92,5181.2,False
ga.geojson:189,15.47144,73.93053,11.6,-34.26,3678.6,False
ga.geojson:190,15.48024,74.14487,54.0,-13.84,4155.9,False
ga.geojson:191,15.48842,73.9704,97.8,-29.52,4316.1,False
ga.geojson:192,15.48707,74.11536,34.6,-16.31,4026.8,False
ga.geojson:193,15.4789,74.03138,35.3,-24.61,4193.1,False
ga.geojson:194,15.4629,73.99922,136.8,-28.56,4233.8,False
ga.geojson:195,15.44339,74.22152,249.3,-7.27,4525.2,False
ga.geojson:196,15.47526,73.89117,39.1,-37.56,3620.3,False
ga.geojson:197,15.47168,73.83659,22.4,-42.74,3425.1,False
ga.geojson:198,15.47653,73.96642,69.5,-30.68,4173.5,False
ga.geojson:199,15.47528,74.12817,37.5,-15.7,4151.8,False
ga.geojson:200,15.47604,74.19377,221.4,-9.19,5128.6,False
ga.geojson:201,15.46855,73.89986,44.3,-37.23,3687.4,False
ga.geojson:202,15.47187,74.11421,31.9,-17.21,4195.1,False
ga.geojson:203,15.46257,73.97958,99.2,-30.39,4186.1,False
ga.geojson:204,15.45735,74.14251,57.1,-15.06,4429.2,False
ga.geojson:205,15.45951,74.11282,85.7,-17.92,4422.2,False
ga.geojson:206,15.45916,74.02799,60.5,-26.11,4081.8,False
ga.geojson:207,15.46347,74.18216,111.8,-10.82,4674.9,False
ga.geojson:208,15.46327,73.9227,27.9,-35.52,3676.4,False
ga.geojson:209,15.43545,74.07001,71.3,-23.17,3982.5,False
ga.geojson:210,15.46249,74.1657,63.3,-12.53,4493.0,False
ga.geojson:211,15.459,73.87352,33.9,-40.25,3552.8,False
ga.geojson:212,15.45265,74.09324,112.1,-20.15,4548.6,False
ga.geojson:213,15.44938,73.96048,36.6,-32.97,3666.1,False
ga.geojson:214,15.45704,73.90287,45.3,-37.73,3669.5,False
ga.geojson:215,15.45183,73.88989,8.0,-39.25,3509.8,False
ga.geojson:216,15.45135,73.92195,29.4,-36.37,3575.8,False
ga.geojson:217,15.44957,74.17601,85.9,-11.9,4711.3,False
ga.geojson:218,15.43581,73.99329,71.7,-30.66,3943.6,False
ga.geojson:219,15.42688,74.03952,87.2,-26.56,4028.8,False
ga.geojson:220,15.43436,73.91598,4.9,-38.0,3452.0,False
ga.geojson:221,15.43196,73.88983,9.5,-40.56,3468.7,False
ga.geojson:222,15.43962,73.86423,17.5,-42.39,3470.6,False
ga.geojson:223,15.44192,73.90411,24.3,-38.61,3555.3,False
ga.geojson:224,15.4268,74.16982,70.7,-13.12,4516.0,False
ga.geojson:225,15.43029,73.97188,59.8,-33.0,3863.7,False
ga.geojson:226,15.42128,73.94847,17.7,-35.71,3662.7,False
ga.geojson:227,15.38415,74.12232,98.5,-18.93,4552.2,False
ga.geojson:228,15.42502,73.90395,6.6,-39.69,3446.2,False
ga.geojson:229,15.4021,74.08766,85.4,-22.39,3957.6,False
ga.geojson:230,15.41724,74.01166,64.4,-29.73,3830.9,False
ga.geojson:231,15.40904,73.97692,55.8,-33.52,3866.2,False
ga.geojson:232,15.40374,74.17541,111.2,-12.87,4715.5,False
ga.geojson:233,15.38572,74.23623,199.2,-6.04,4125.1,False
ga.geojson:234,15.40186,74.01035,35.6,-30.44,3751.6,False
ga.geojson:235,15.40504,73.82136,26.9,-48.54,3443.3,False
ga.geojson:236,15.38218,73.91272,37.3,-41.02,3626.5,False
ga.geojson:237,15.38592,73.81179,37.3,-50.59,3436.1,False
ga.geojson:238,15.39559,74.06824,45.2,-24.6,3923.2,False
ga.geojson:239,15.38566,74.03339,78.4,-28.52,4009.9,False
ga.geojson:240,15.38793,73.93514,29.6,-38.55,3592.9,False
ga.geojson:241,15.38981,73.88201,57.4,-43.69,3709.2,False
ga.geojson:242,15.40568,73.86349,25.4,-44.6,3479.0,False
ga.geojson:243,15.39042,73.99693,63.2,-32.19,3830.9,False
ga.geojson:244,15.38969,73.85115,49.2,-46.66,3641.8,False
ga.geojson:245,15.38587,73.97098,47.9,-35.0,3785.4,False
ga.geojson:246,15.38191,73.97943,50.8,-34.26,3846.6,False
ga.geojson:247,15.36281,74.08387,96.7,-23.37,4553.5,False
ga.geojson:248,15.35206,74.28718,349.8,0.38,4317.2,False
ga.geojson:249,15.36892,73.85569,49.0,-47.23,3557.0,False
ga.geojson:250,15.3747,73.98731,44.2,-33.64,3880.5,False
ga.geojson:251,15.34972,74.169,70.1,-13.62,3782.1,False
ga.geojson:252,15.36166,74.01873,76.1,-30.56,4187.7,False
ga.geojson:253,15.36566,73.84563,41.2,-48.36,3488.3,False
ga.geojson:254,15.34542,73.97461,44.4,-35.59,3834.6,False
ga.geojson:255,15.34071,74.24645,135.6,-4.31,4091.4,False
ga.geojson:256,15.3607,73.92481,34.7,-40.54,3548.3,False
ga.geojson:257,15.36779,73.88618,19.6,-44.24,3525.2,False
ga.geojson:258,15.36027,73.9023,31.3,-42.87,3522.8,False
ga.geojson:259,15.34278,73.93937,54.6,-39.44,3651.2,False
ga.geojson:260,15.34613,74.12332,58.1,-18.91,3880.5,False
ga.geojson:261,15.35533,73.89107,13.4,-44.19,3428.2,False
ga.geojson:262,15.33308,74.04571,54.1,-27.78,4088.1,False
ga.geojson:263,15.34868,74.07245,113.4,-24.72,4305.5,False
ga.geojson:264,15.33623,74.20155,85.5,-9.61,3966.5,False
ga.geojson:265,15.35136,73.77678,30.2,-55.76,3319.7,False
ga.geojson:266,15.34706,73.90208,12.5,-43.29,3396.0,False
ga.geojson:267,15.33756,73.90593,11.7,-43.12,3383.6,False
ga.geojson:268,15.30195,74.19634,101.8,-9.62,4044.1,False
ga.geojson:269,15.32979,74.15744,54.9,-14.77,3833.0,False
ga.geojson:270,15.31657,74.29905,390.2,2.54,4389.6,False
ga.geojson:271,15.32994,73.98869,21.7,-34.22,3761.4,False
ga.geojson:272,15.3276,73.91201,12.5,-42.66,3389.9,False
ga.geojson:273,15.3204,74.09821,91.4,-21.65,3915.9,False
ga.geojson:274,15.31153,73.94505,38.2,-39.21,3473.5,False
ga.geojson:275,15.31582,74.00334,4.0,-32.61,3607.9,False
ga.geojson:276,15.30903,73.98659,41.9,-34.52,3632.9,False
ga.geojson:277,15.3152,73.91595,12.8,-42.41,3405.6,False
ga.geojson:278,15.29984,74.08262,53.9,-23.24,3894.9,True
ga.geojson:279,15.30596,74.12903,93.2,-17.8,3961.0,False
ga.geojson:280,15.31114,73.92719,16.5,-41.21,3409.1,False
ga.geojson:281,15.29932,74.27811,406.7,0.36,5424.7,True
ga.geojson:282,15.29436,74.15411,65.2,-14.58,3832.6,True
ga.geojson:283,15.29991,73.92125,14.1,-41.94,3410.9,True
ga.geojson:284,15.30853,73.90851,11.0,-43.3,3381.1,False
ga.geojson:285,15.3026,74.09959,81.5,-21.26,3950.3,False
ga.geojson:286,15.28339,74.01766,30.6,-30.73,3568.7,True
ga.geojson:287,15.29695,73.93709,11.4,-40.16,3400.6,True
ga.geojson:288,15.2903,73.9695,28.0,-36.43,3511.2,True
ga.geojson:289,15.28648,74.25433,379.8,-2.25,5591.0,True
ga.geojson:290,15.2861,74.05527,13.6,-26.3,3528.7,True
ga.geojson:291,15.28898,74.11829,67.1,-18.8,3891.0,True
ga.geojson:292,15.28678,73.94035,10.0,-39.78,3393.5,True
ga.geojson:293,15.28514,73.92219,12.1,-41.86,3397.2,True
ga.geojson:294,15.29017,73.91962,16.0,-42.15,3399.0,True
ga.geojson:295,15.27723,74.22428,268.4,-5.7,4494.3,True
ga.geojson:296,15.2742,73.92543,11.7,-41.45,3391.4,True
ga.geojson:297,15.27753,74.13486,59.9,-16.57,3880.5,True
ga.geojson:298,15.2791,74.18431,73.3,-10.6,4016.8,True
ga.geojson:299,15.27552,74.11639,45.3,-18.77,3716.1,True
ga.geojson:300,15.26513,73.96548,12.4,-36.68,3426.3,True
ga.geojson:301,15.27162,74.04982,17.2,-26.72,3494.7,True
ga.geojson:302,15.26962,73.98927,20.1,-33.92,3458.4,True
ga.geojson:303,15.26311,73.93718,10.5,-39.99,3390.2,True
ga.geojson:304,15.25604,74.00992,27.6,-31.24,3483.9,True
ga.geojson:305,15.26426,74.05893,7.9,-25.49,3484.0,True
ga.geojson:306,15.27359,73.92936,16.8,-40.99,3395.0,True
ga.geojson:307,15.26766,74.08366,14.8,-22.57,3527.1,True
ga.geojson:308,15.26115,74.06763,15.3,-24.38,3527.6,True
ga.geojson:309,15.26146,74.17159,69.5,-11.76,4015.9,True
ga.geojson:310,15.26689,74.14458,80.1,-15.16,4112.0,True
ga.geojson:311,15.27073,73.93439,15.2,-40.39,3396.3,True
ga.geojson:312,15.26242,74.20666,106.5,-7.53,4038.3,True
ga.geojson:313,15.243,74.11708,23.2,-17.99,3820.9,True
ga.geojson:314,15.26402,74.09427,11.8,-21.21,3562.4,True
ga.geojson:315,15.26532,73.93122,11.4,-40.71,3395.4,True
ga.geojson:316,15.2587,74.12807,40.0,-17.0,3941.2,True
ga.geojson:317,15.25006,74.22828,228.3,-4.67,4669.0,True
ga.geojson:318,15.26228,74.07964,27.9,-22.95,3554.4,True
ga.geojson:319,15.25409,73.9619,9.5,-36.96,3369.2,True
ga.geojson:320,15.25162,74.03662,24.4,-27.94,3531.8,True
ga.geojson:321,15.24606,74.15352,50.1,-13.63,3861.1,True
ga.geojson:322,15.25622,73.99548,25.8,-32.98,3455.3,True
ga.geojson:323,15.23999,74.08505,20.7,-21.82,3873.9,True
ga.geojson:324,15.22842,74.18863,38.7,-9.05,3694.2,True
ga.geojson:325,15.24545,74.05969,13.2,-25.02,3658.8,True
ga.geojson:326,15.23996,73.96281,6.0,-36.62,3360.7,True
ga.geojson:327,15.23837,73.98334,20.5,-34.12,3458.0,True
ga.geojson:328,15.22894,74.02699,78.8,-28.64,3883.3,True
ga.geojson:329,15.23637,74.05493,18.2,-25.41,3874.0,True
ga.geojson:330,15.22978,74.23094,157.8,-4.01,4184.7,True
ga.geojson:331,15.22373,73.9427,8.2,-38.75,3369.5,True
ga.geojson:332,15.22711,74.15426,29.2,-13.16,3678.1,True
ga.geojson:333,15.23538,74.06421,25.7,-24.26,3923.9,True
ga.geojson:334,15.21555,74.26835,303.0,0.53,4903.0,True
ga.geojson:335,15.21212,74.0699,33.0,-23.07,3651.5,True
ga.geojson:336,15.21602,74.00249,42.9,-31.34,3634.7,True
ga.geojson:337,15.22776,73.97229,6.2,-35.25,3370.1,True
ga.geojson:338,15.22191,74.04633,65.8,-26.14,4014.9,True
ga.geojson:339,15.21637,74.15139,39.7,-13.31,3717.0,True
ga.geojson:340,15.22054,73.95064,10.8,-37.73,3369.4,True
ga.geojson:341,15.20978,73.97947,8.6,-34.01,3372.9,True
ga.geojson:342,15.20988,74.10171,70.8,-19.17,3751.9,True
ga.geojson:343,15.21332,73.97001,5.1,-35.23,3356.3,True
ga.geojson:344,15.2086,74.12186,47.9,-16.72,3765.7,True
ga.geojson:345,15.20681,74.16954,49.8,-10.99,3771.6,True
ga.geojson:346,15.19257,74.25516,187.7,-0.96,4623.5,True
ga.geojson:347,15.19398,74.05067,44.0,-25.03,3553.5,True
ga.geojson:348,15.19109,74.00607,36.9,-30.38,3381.3,True
ga.geojson:349,15.20105,74.19502,60.7,-7.91,4193.6,True
ga.geojson:350,15.20242,73.95061,7.8,-37.36,3357.5,True
ga.geojson:351,15.19853,74.14035,43.3,-14.35,3812.2,True
ga.geojson:352,15.19266,73.94621,5.7,-37.69,3348.4,True
ga.geojson:353,15.18811,74.13,101.4,-15.44,4033.7,True
ga.geojson:354,15.1742,74.20424,87.0,-6.77,4680.4,True
ga.geojson:355,15.18642,74.15678,68.7,-12.26,4303.0,True
ga.geojson:356,15.16971,74.27888,397.5,1.39,4397.9,True
ga.geojson:357,15.17924,73.97746,6.4,-33.6,3350.3,True
ga.geojson:358,15.15114,74.11044,81.0,-17.45,4537.4,True
ga.geojson:359,15.17885,74.14672,145.2,-13.38,4500.0,True
ga.geojson:360,15.16058,74.17412,66.2,-10.22,4620.3,True
ga.geojson:361,15.16321,74.05186,85.6,-24.38,3788.4,True
ga.geojson:362,15.16944,74.24659,99.7,-2.11,4489.9,True
ga.geojson:363,15.15076,74.03111,64.3,-26.68,3725.1,True
ga.geojson:364,15.16696,73.97546,15.7,-33.6,3396.4,True
ga.geojson:365,15.14491,74.13756,113.1,-14.4,4555.2,True
ga.geojson:366,15.1567,73.96989,20.4,-34.08,3469.4,True
ga.geojson:367,15.14208,74.21374,74.5,-6.14,4133.6,True
ga.geojson:368,15.14073,74.06565,148.8,-22.57,4676.5,True
ga.geojson:369,15.1486,74.25096,219.6,-2.05,5114.2,True
ga.geojson:370,15.13791,73.9939,60.4,-30.93,3707.7,True
ga.geojson:371,15.13639,74.01813,73.4,-28.07,3811.8,True
ga.geojson:372,15.12916,74.17562,95.5,-10.48,4243.6,True
ga.geojson:373,15.13325,73.95681,51.9,-35.27,3645.5,True
ga.geojson:374,15.12657,74.25655,393.9,-2.21,5654.1,True
ga.geojson:375,15.13233,74.0415,151.4,-25.33,4487.2,True
ga.geojson:376,15.11351,74.08145,118.5,-20.91,4535.7,True
ga.geojson:377,15.1158,74.00242,157.7,-29.78,4245.1,True
ga.geojson:378,15.11605,73.96066,117.6,-34.62,3937.0,True
ga.geojson:379,15.11323,74.04404,139.4,-25.06,4636.8,True
ga.geojson:380,15.09723,74.15412,141.5,-13.64,4537.6,True
ga.geojson:381,15.09804,74.1227,162.6,-16.84,4313.1,True
ga.geojson:382,15.08845,74.2322,239.7,-6.43,4769.7,True
ga.geojson:383,15.08776,73.93597,102.4,-37.35,3884.2,True
ga.geojson:384,15.10252,74.19347,103.5,-9.48,4597.7,True
ga.geojson:385,15.09735,74.05076,131.1,-24.49,4242.2,True
ga.geojson:386,15.0872,74.02054,133.0,-27.93,4042.5,True
ga.geojson:387,15.07824,74.07397,228.4,-22.48,4259.0,True
ga.geojson:388,15.04329,74.2611,520.7,-10.2,6062.1,True
ga.geojson:389,15.07469,74.09682,340.2,-20.27,4961.6,True
ga.geojson:390,15.08051,74.15641,253.3,-14.11,5035.9,True
ga.geojson:391,15.07862,74.12437,428.4,-17.35,5165.1,True
ga.geojson:392,15.06239,74.17486,251.1,-13.32,5158.7,True
ga.geojson:393,15.07152,74.04498,155.7,-25.68,4042.7,True
ga.geojson:394,15.05544,74.20118,352.2,-11.72,5533.3,True
ga.geojson:395,15.01654,74.14291,178.2,-20.99,4372.0,True
ga.geojson:396,15.02664,73.99851,43.9,-32.05,3572.8,True
ga.geojson:397,15.02489,74.05989,144.3,-26.26,3921.8,True
ga.geojson:398,14.96701,74.16697,203.5,-30.31,3961.6,True
