village_id,latitude,longitude,elevation,x_cross_km,downscaled_jjas_rainfall_mm,inside_validated_band
ka.geojson:1104,14.36357,74.72207,536.6,15.44,2145.0,True
ka.geojson:1105,14.36849,74.80721,511.0,22.77,1955.1,True
ka.geojson:1106,14.3705,74.91494,578.9,30.62,1309.4,True
ka.geojson:1107,14.37717,74.85139,560.2,27.02,1691.7,True
ka.geojson:1108,14.36515,74.68412,526.1,11.77,2282.5,True
ka.geojson:1109,14.34728,74.44298,48.8,-20.33,3599.9,True
ka.geojson:1110,14.36843,74.82766,532.0,24.26,1886.0,True
ka.geojson:1111,14.35972,74.7015,529.5,13.3,2267.9,True
ka.geojson:1112,14.34769,74.47073,61.1,-16.73,3692.7,True
ka.geojson:1113,14.34519,74.41239,3.5,-24.05,3345.7,True
ka.geojson:1114,14.35988,74.88175,594.1,26.96,1495.7,True
ka.geojson:1115,14.36416,74.85993,590.7,26.01,1573.1,True
ka.geojson:1116,14.36788,74.85471,568.0,26.12,1649.1,True
ka.geojson:1117,14.36035,74.81422,517.7,22.32,2022.3,True
ka.geojson:1118,14.3617,74.78677,508.2,20.48,2139.5,True
ka.geojson:1119,14.34396,74.63516,411.5,6.07,2949.9,True
ka.geojson:1120,14.35023,74.6619,525.6,9.01,2646.2,True
ka.geojson:1121,14.34726,74.83762,541.4,22.3,1772.7,True
ka.geojson:1122,14.35434,74.76713,531.9,18.18,2359.1,True
ka.geojson:1123,14.34771,74.74429,524.7,15.73,2587.3,True
ka.geojson:1124,14.34256,74.69261,546.1,11.18,2847.3,True
ka.geojson:1125,14.32997,74.48892,111.1,-12.42,3883.5,True
ka.geojson:1126,14.35694,74.89153,602.2,27.25,1499.4,True
ka.geojson:1127,14.33375,74.46768,51.9,-16.08,3648.5,True
ka.geojson:1128,14.3387,74.72436,525.1,13.22,2919.8,True
ka.geojson:1129,14.349,74.7902,514.5,19.22,2254.0,True
ka.geojson:1130,14.35087,74.85061,561.7,23.66,1685.3,True
ka.geojson:1131,14.34363,74.90116,584.6,26.22,1474.3,True
ka.geojson:1132,14.34658,74.80172,518.7,19.72,2072.5,True
ka.geojson:1133,14.34037,74.85888,585.6,22.86,1820.8,True
ka.geojson:1134,14.33947,74.7078,552.4,12.06,2932.1,True
ka.geojson:1135,14.33178,74.6733,465.7,8.58,3292.6,True
ka.geojson:1136,14.32713,74.6473,414.1,6.05,3533.8,True
ka.geojson:1137,14.348,74.91799,599.8,27.95,1362.3,True
ka.geojson:1138,14.33984,74.93126,580.8,27.91,1278.9,True
ka.geojson:1139,14.3402,74.82005,534.6,20.17,1934.4,True
ka.geojson:1140,14.34186,74.75983,538.8,16.18,2615.2,True
ka.geojson:1141,14.33624,74.87951,582.4,23.77,1622.9,True
ka.geojson:1142,14.32471,74.76257,527.8,14.21,2474.9,True
ka.geojson:1143,14.33393,74.6843,460.5,9.66,3182.7,True
ka.geojson:1144,14.31141,74.59902,231.2,0.64,4417.7,True
ka.geojson:1145,14.33572,74.72137,514.6,12.66,3027.9,True
ka.geojson:1146,14.30469,74.48191,42.3,-11.44,3625.2,True
ka.geojson:1147,14.30597,74.50113,57.8,-9.14,3675.7,True
ka.geojson:1148,14.31415,74.47092,63.9,-13.5,3707.7,True
ka.geojson:1149,14.33797,74.79941,521.4,18.46,2077.2,True
ka.geojson:1150,14.30654,74.44612,34.4,-16.45,3631.7,True
ka.geojson:1151,14.32138,74.71511,552.8,10.48,3234.6,True
ka.geojson:1152,14.32239,74.80813,537.5,17.05,2304.9,True
ka.geojson:1153,14.32216,74.74299,532.5,12.53,2708.9,True
ka.geojson:1154,14.31547,74.78838,534.6,14.79,2532.8,True
ka.geojson:1155,14.30982,74.39647,0.4,-24.35,3305.0,True
ka.geojson:1156,14.33143,74.8664,585.3,22.25,1719.4,True
ka.geojson:1157,14.32317,74.83962,568.9,19.33,1952.9,True
ka.geojson:1158,14.32528,74.95839,570.0,28.53,1525.4,True
ka.geojson:1159,14.31351,74.67877,496.3,6.93,3909.3,True
ka.geojson:1160,14.32079,74.73997,552.8,12.15,2747.2,True
ka.geojson:1161,14.32873,74.92558,568.2,26.23,1398.4,True
ka.geojson:1162,14.28001,74.64842,243.5,0.57,4459.0,True
ka.geojson:1163,14.29663,74.53849,57.6,-5.73,3630.2,True
ka.geojson:1164,14.32327,74.8836,580.6,22.48,1564.4,True
ka.geojson:1165,14.31074,74.72581,577.6,9.88,2967.6,True
ka.geojson:1166,14.3183,74.89996,578.7,23.15,1589.0,True
ka.geojson:1167,14.2872,74.42359,1.7,-18.23,3314.0,True
ka.geojson:1168,14.31446,74.86931,579.0,20.41,1706.9,True
ka.geojson:1169,14.30017,74.76329,559.3,11.09,2868.4,True
ka.geojson:1170,14.3026,74.73843,564.2,9.69,3072.5,True
ka.geojson:1171,14.2902,74.48415,35.5,-11.23,3571.8,True
ka.geojson:1172,14.311,74.85361,579.0,18.85,1806.9,True
ka.geojson:1173,14.29282,74.52084,22.1,-7.58,3582.7,True
ka.geojson:1174,14.29177,74.466,52.5,-13.16,3587.9,True
ka.geojson:1175,14.28765,74.84481,579.8,15.75,2453.7,True
ka.geojson:1176,14.30345,74.81973,552.2,15.49,2071.2,True
ka.geojson:1177,14.28802,74.53267,68.6,-6.95,3674.4,True
ka.geojson:1178,14.2943,74.71652,636.0,7.11,3450.4,True
ka.geojson:1179,14.28265,74.44649,24.9,-15.41,3445.1,True
ka.geojson:1180,14.26867,74.51491,36.4,-10.32,3617.3,True
ka.geojson:1181,14.26797,74.54864,161.6,-7.92,4178.4,True
ka.geojson:1182,14.29906,74.88124,572.0,19.79,2124.1,True
ka.geojson:1183,14.28526,74.46294,38.4,-13.58,3512.2,True
ka.geojson:1184,14.30424,74.86755,565.8,19.17,1901.6,True
ka.geojson:1185,14.2851,74.49733,50.8,-10.23,3568.4,True
ka.geojson:1186,14.2963,74.83112,575.5,15.52,2108.5,True
ka.geojson:1187,14.28761,74.54565,71.2,-5.94,4159.8,True
ka.geojson:1188,14.29687,74.72139,626.3,7.78,3331.5,True
ka.geojson:1189,14.29069,74.79138,566.8,11.92,2391.9,True
ka.geojson:1190,14.28056,74.48448,30.6,-11.7,3505.5,True
ka.geojson:1191,14.28309,74.74347,636.6,7.56,2993.8,True
ka.geojson:1192,14.27473,74.49363,29.1,-11.38,3503.9,True
ka.geojson:1193,14.29128,74.85756,583.3,17.13,2346.2,True
ka.geojson:1194,14.27197,74.50167,16.0,-10.99,3557.3,True
ka.geojson:1195,14.27911,74.76058,638.3,8.31,2786.5,True
ka.geojson:1196,14.26666,74.46942,4.3,-14.11,3348.7,True
ka.geojson:1197,14.26811,74.47498,5.2,-13.52,3367.6,True
ka.geojson:1198,14.27602,74.86965,577.6,17.16,3046.5,True
ka.geojson:1199,14.27302,74.88914,572.6,19.02,2986.1,True
ka.geojson:1200,14.26258,74.49335,45.5,-12.62,3479.2,True
ka.geojson:1201,14.26179,74.49836,57.2,-12.33,3527.0,True
ka.geojson:1202,14.26983,74.73197,308.4,5.13,3192.8,True
ka.geojson:1203,14.24656,74.44429,13.3,-18.1,3388.0,True
ka.geojson:1204,14.27625,74.81509,599.2,12.26,2888.3,True
ka.geojson:1205,14.27157,74.79089,652.8,9.84,3034.8,True
ka.geojson:1206,14.25903,74.75585,375.8,5.81,3611.7,True
ka.geojson:1207,14.24573,74.62631,37.1,-5.36,3733.7,True
ka.geojson:1208,14.24856,74.65718,57.4,-2.82,3847.2,True
ka.geojson:1209,14.26733,74.91023,579.6,21.33,2862.5,True
ka.geojson:1210,14.23242,74.64239,53.8,-5.79,3821.3,True
ka.geojson:1211,14.26284,74.82035,623.7,11.74,3725.9,True
ka.geojson:1212,14.25237,74.50608,12.6,-12.87,3616.5,True
ka.geojson:1213,14.24943,74.52815,35.2,-11.67,3721.4,True
ka.geojson:1214,14.23535,74.68015,105.9,-2.56,4105.8,True
ka.geojson:1215,14.24503,74.54938,21.0,-10.77,3720.5,True
ka.geojson:1216,14.26351,74.80092,631.9,10.02,3566.4,True
ka.geojson:1217,14.23496,74.57153,33.2,-10.55,3710.1,True
ka.geojson:1218,14.2418,74.46628,57.0,-17.0,3624.4,True
ka.geojson:1219,14.24637,74.49212,14.4,-14.6,3655.0,True
ka.geojson:1220,14.25711,74.87944,578.7,17.8,3327.9,True
ka.geojson:1221,14.24563,74.78052,455.7,7.01,4729.7,True
ka.geojson:1222,14.23383,74.48342,70.5,-16.77,3750.3,True
ka.geojson:1223,14.23647,74.52736,21.4,-13.39,3714.8,True
ka.geojson:1224,14.23702,74.5382,32.1,-12.58,3684.5,True
ka.geojson:1225,14.24692,74.83576,587.7,12.79,4083.7,True
ka.geojson:1226,14.25253,74.91288,572.6,22.21,2307.5,True
ka.geojson:1227,14.24912,74.82728,596.0,11.89,4141.1,True
ka.geojson:1228,14.23841,74.55953,12.6,-10.93,3699.3,True
ka.geojson:1229,14.23541,74.46034,41.8,-18.2,3650.8,True
ka.geojson:1230,14.24743,74.84982,596.5,14.41,3857.8,True
ka.geojson:1231,14.2337,74.49269,90.1,-16.14,3752.7,True
ka.geojson:1232,14.22007,74.49523,80.7,-17.73,3774.5,True
ka.geojson:1233,14.22576,74.45632,65.2,-19.69,3674.4,True
ka.geojson:1234,14.23199,74.44632,45.0,-19.62,3523.0,True
ka.geojson:1235,14.2342,74.5484,29.2,-12.24,3702.7,True
ka.geojson:1236,14.22674,74.51386,57.6,-15.58,3730.2,True
ka.geojson:1237,14.23093,74.59523,22.9,-9.4,3781.3,True
ka.geojson:1238,14.21784,74.46826,52.5,-19.87,3713.6,True
ka.geojson:1239,14.24031,74.88284,585.9,18.88,2578.6,True
ka.geojson:1240,14.22421,74.60806,45.6,-9.28,3851.7,True
ka.geojson:1241,14.23901,74.90882,577.7,22.75,2219.7,True
ka.geojson:1242,14.22163,74.53839,57.0,-14.55,3781.4,True
ka.geojson:1243,14.22295,74.56443,68.1,-12.57,3850.2,True
ka.geojson:1244,14.22433,74.52648,68.8,-15.03,3757.9,True
ka.geojson:1245,14.22223,74.5507,93.4,-13.62,3823.7,True
ka.geojson:1246,14.20882,74.50992,77.6,-18.17,3836.8,True
ka.geojson:1247,14.2161,74.52546,95.9,-16.16,3815.4,True
ka.geojson:1248,14.21668,74.57395,80.6,-12.65,3886.5,True
ka.geojson:1249,14.2214,74.70321,213.0,-1.67,5213.7,True
ka.geojson:1250,14.22715,74.84466,634.6,14.49,3131.5,True
ka.geojson:1251,14.19357,74.59684,200.4,-13.19,3957.2,True
ka.geojson:1252,14.22424,74.85395,617.1,16.03,2827.1,True
ka.geojson:1253,14.20821,74.53108,66.6,-16.76,3793.1,True
ka.geojson:1254,14.21024,74.54031,97.0,-15.85,3839.7,True
ka.geojson:1255,14.21025,74.63167,201.9,-8.85,4468.6,True
ka.geojson:1256,14.1974,74.54071,82.5,-17.34,4022.7,True
ka.geojson:1257,14.18832,74.69845,266.5,-2.83,5678.2,True
ka.geojson:1258,14.22396,74.88148,594.6,20.21,2614.5,True
ka.geojson:1259,14.19686,74.56284,123.0,-15.71,4110.5,True
ka.geojson:1260,14.16133,74.49591,40.6,-24.48,3612.0,True
ka.geojson:1261,14.20054,74.52032,80.4,-18.46,3765.9,True
ka.geojson:1262,14.19196,74.65165,211.9,-8.09,5041.1,True
ka.geojson:1263,14.19672,74.5471,140.2,-16.93,4134.8,True
ka.geojson:1264,14.16181,74.56785,195.3,-17.71,4261.5,True
ka.geojson:1265,14.17005,74.54504,89.9,-19.51,3912.9,True
ka.geojson:1266,14.1626,74.5862,189.8,-15.74,4325.7,True
ka.geojson:1267,14.14889,74.51285,113.7,-23.76,4027.9,True
ka.geojson:1268,14.14468,74.52788,187.8,-22.37,4533.0,True
ka.geojson:1269,14.13791,74.54611,191.2,-20.35,4598.7,True
ka.geojson:1270,14.07253,74.5768,178.4,-9.14,3896.9,True
ka.geojson:1271,14.1233,74.4958,17.7,-26.14,3470.5,True
ka.geojson:1272,14.12912,74.51349,179.9,-24.12,4276.2,True
ka.geojson:1273,14.11708,74.52793,85.6,-21.9,3894.8,True
ka.geojson:1274,14.11001,74.54949,122.8,-18.17,4192.4,True
ka.geojson:1275,14.09598,74.51963,30.2,-21.2,3537.0,True
ka.geojson:1276,14.07326,74.52904,51.6,-16.6,3849.8,True
ka.geojson:1277,14.08123,74.6379,89.4,-1.27,4504.1,True
ka.geojson:1278,14.06385,74.64544,132.8,0.16,4002.5,True
ka.geojson:1279,14.06122,74.62162,90.5,-2.65,3943.4,True
ka.geojson:1280,14.04833,74.61164,102.3,-3.69,3879.2,True
ka.geojson:1281,14.06277,74.63499,84.2,-1.07,3842.5,True
ka.geojson:1282,14.04592,74.53283,33.3,-13.4,3528.8,True
ka.geojson:1283,14.04214,74.6257,88.7,-2.11,3857.2,True
ka.geojson:1284,14.03892,74.64206,82.8,-0.38,3912.6,True
ka.geojson:1285,14.02724,74.52908,22.2,-13.24,3386.4,True
ka.geojson:1286,14.03412,74.60412,140.2,-4.59,3926.1,True
ka.geojson:1287,14.01975,74.62143,91.4,-3.07,3848.9,True
ka.geojson:1288,14.02487,74.58855,81.1,-6.43,3816.8,True
ka.geojson:1289,14.012,74.55064,33.5,-10.76,3497.6,True
ka.geojson:1290,14.02601,74.64719,168.8,-0.21,3905.1,True
ka.geojson:1291,14.02065,74.48512,0.0,-18.5,3305.2,True
ka.geojson:1292,14.01709,74.61051,87.5,-4.28,3883.9,True
ka.geojson:1293,14.02445,74.6497,86.2,-0.01,3958.4,True
ka.geojson:1294,14.01814,74.66004,253.6,0.76,4140.0,True
ka.geojson:1295,13.99666,74.52169,19.0,-14.17,3437.4,True
ka.geojson:1296,14.02019,74.65268,132.8,0.12,4077.5,True
ka.geojson:1297,14.01288,74.65308,216.7,-0.16,4483.5,True
ka.geojson:1298,14.00842,74.56982,64.1,-8.78,3701.0,True
ka.geojson:1299,14.007,74.47987,11.1,-18.83,3305.3,True
ka.geojson:1300,14.0019,74.63239,99.8,-2.71,3895.6,True
ka.geojson:1301,13.99453,74.58442,73.7,-7.77,3851.3,True
ka.geojson:1302,14.00272,74.59965,93.4,-5.91,3889.1,True
ka.geojson:1303,13.99786,74.6502,238.5,-1.21,4921.9,True
ka.geojson:1304,13.98459,74.55681,25.8,-10.94,3468.1,True
ka.geojson:1305,13.9962,74.62312,101.4,-3.9,3868.7,True
ka.geojson:1306,13.9828,74.53606,23.6,-13.1,3474.8,True
ka.geojson:1307,13.9869,74.53221,29.6,-13.34,3488.9,True
ka.geojson:1308,13.97914,74.61085,85.4,-6.0,3870.3,True
ka.geojson:1309,13.98856,74.64396,358.3,-2.34,4450.0,True
ka.geojson:1310,13.97666,74.59674,56.5,-7.47,3684.9,True
ka.geojson:1311,13.98228,74.63212,89.1,-3.82,3930.6,True
ka.geojson:1312,13.97748,74.58163,44.7,-8.86,3593.8,True
ka.geojson:1313,13.97741,74.64475,195.7,-2.97,4354.2,True
ka.geojson:1314,13.97384,74.57697,24.8,-9.51,3547.8,True
ka.geojson:1315,13.96751,74.54327,11.6,-13.07,3465.1,True
ka.geojson:1316,13.97335,74.63322,106.3,-4.29,3888.3,True
ka.geojson:1317,13.96518,74.53608,6.5,-13.89,3396.3,True
ka.geojson:1318,13.97364,74.6197,111.4,-5.51,3915.7,True
ka.geojson:1319,13.96738,74.55135,40.4,-12.3,3521.5,True
ka.geojson:1320,13.96971,74.58473,26.1,-9.01,3552.8,True
ka.geojson:1321,13.96548,74.54647,41.3,-12.87,3488.1,True
ka.geojson:1322,13.96511,74.57062,24.0,-10.6,3521.4,True
ka.geojson:1323,13.95744,74.5559,27.6,-12.44,3513.2,True
ka.geojson:1324,13.96716,74.60126,56.3,-7.62,3679.0,True
ka.geojson:1325,13.95804,74.6376,87.7,-4.96,3883.6,True
ka.geojson:1326,13.96821,74.64965,114.4,-3.15,4420.6,True
ka.geojson:1327,13.95973,74.56449,31.7,-11.5,3513.8,True
ka.geojson:1328,13.96172,74.58625,22.2,-9.35,3462.2,True
ka.geojson:1329,13.96265,74.59737,24.3,-8.27,3571.1,True
ka.geojson:1330,13.9609,74.62844,78.4,-5.57,3897.8,True
ka.geojson:1331,13.94467,74.59492,38.4,-9.73,3487.2,True
ka.geojson:1332,13.94785,74.57244,11.1,-11.53,3402.3,True
ka.geojson:1333,13.96424,74.64989,101.7,-3.41,4269.4,True
ka.geojson:1334,13.94856,74.63567,78.5,-5.84,3861.9,True
ka.geojson:1335,13.9468,74.55925,4.8,-12.8,3391.9,True
ka.geojson:1336,13.92862,74.5821,8.7,-12.06,3370.9,True
ka.geojson:1337,15.01221,74.71024,535.0,28.69,2079.2,True
ka.geojson:1338,15.00138,74.70262,531.2,51.33,2220.9,True
ka.geojson:1339,14.73567,74.93055,625.1,44.34,951.4,True
ka.geojson:1340,14.73702,74.96438,619.9,47.71,820.0,True
ka.geojson:1341,14.50993,74.75496,535.8,15.63,2361.7,True
ka.geojson:1342,14.86625,74.69567,295.4,23.94,2075.5,True
ka.geojson:1343,14.31204,74.45483,69.2,-15.68,3730.6,True
ka.geojson:1344,14.32602,74.43064,14.0,-20.81,3407.9,True
ka.geojson:1345,14.84997,74.2037,61.0,-26.37,3806.8,True
ka.geojson:1346,14.84883,74.17937,12.5,-27.81,3452.9,True
ka.geojson:1347,13.88894,74.64274,116.7,-10.32,3718.0,True
ka.geojson:1348,13.91281,74.59725,11.8,-12.02,3392.7,True
ka.geojson:1349,13.88611,74.61095,24.0,-13.2,3609.8,True
ka.geojson:1350,13.87895,74.7839,366.1,0.08,5425.9,True
ka.geojson:1351,13.85885,74.69082,190.2,-9.32,3894.5,True
ka.geojson:1352,13.8165,74.75413,178.5,-8.55,3773.4,True
ka.geojson:1353,13.83972,74.63577,8.8,-15.6,3361.2,True
ka.geojson:1354,13.80965,74.82683,152.8,-3.48,4057.6,True
ka.geojson:1355,13.83489,74.61828,3.9,-17.48,3337.0,True
ka.geojson:1356,13.80224,74.71232,45.1,-13.3,3699.0,True
ka.geojson:1357,13.80371,74.88172,345.9,0.32,3822.3,True
ka.geojson:1358,13.82294,74.63055,7.7,-17.69,3365.1,True
ka.geojson:1359,13.82654,74.62251,7.4,-17.97,3347.7,True
ka.geojson:1360,13.79365,74.62603,4.5,-20.98,3339.8,True
ka.geojson:1361,13.80839,74.65178,20.0,-17.46,3414.4,True
ka.geojson:1362,13.80231,74.6353,9.8,-19.38,3377.0,True
ka.geojson:1363,13.77253,74.68142,26.6,-18.73,3477.6,True
ka.geojson:1364,13.7845,74.64451,14.4,-20.45,3396.9,True
ka.geojson:1365,13.7639,74.80367,79.4,-9.82,3669.6,True
ka.geojson:1366,13.77298,74.77301,61.1,-11.4,3633.6,True
ka.geojson:1367,13.76332,74.63534,11.0,-23.31,3372.0,True
ka.geojson:1368,13.75376,74.8499,124.0,-7.03,4076.4,True
ka.geojson:1369,13.76066,74.89456,182.9,-2.73,4324.6,True
ka.geojson:1370,13.75731,74.72666,46.4,-16.65,3575.9,True
ka.geojson:1371,13.73646,74.66565,16.7,-23.58,3418.6,True
ka.geojson:1372,13.7441,74.64514,11.9,-24.46,3394.4,True
ka.geojson:1373,13.73678,74.7003,34.3,-20.77,3523.4,True
ka.geojson:1374,13.73258,74.77871,42.1,-14.83,3560.6,True
ka.geojson:1375,13.72499,74.89971,127.7,-5.52,4101.9,True
ka.geojson:1376,13.72989,74.63713,7.5,-26.51,3349.5,True
ka.geojson:1377,13.72721,74.95368,205.5,-0.78,4020.6,True
ka.geojson:1378,13.72383,74.67193,15.3,-24.31,3413.0,True
ka.geojson:1379,13.71539,74.72756,29.9,-20.61,3533.5,True
ka.geojson:1380,13.71628,74.7462,38.8,-19.01,3574.6,True
ka.geojson:1381,13.71464,74.83044,67.6,-12.22,3620.1,True
ka.geojson:1382,13.70876,74.70941,20.4,-22.71,3452.4,True
ka.geojson:1383,13.70229,74.69042,16.1,-24.87,3424.9,True
ka.geojson:1384,13.70427,74.65292,9.8,-27.73,3385.1,True
ka.geojson:1385,13.71035,74.64158,3.7,-28.06,3337.3,True
ka.geojson:1386,13.6937,74.95394,147.9,-3.53,3816.9,True
ka.geojson:1387,13.69154,74.65745,16.8,-28.57,3431.1,True
ka.geojson:1388,13.68792,74.77011,38.8,-19.62,3549.3,True
ka.geojson:1389,13.68741,74.87143,65.2,-11.13,3636.6,True
ka.geojson:1390,13.70962,74.96973,154.2,-0.88,4145.9,True
ka.geojson:1391,13.6864,74.73193,16.2,-22.93,3424.2,True
ka.geojson:1392,13.67815,74.8238,47.6,-15.96,3548.6,True
ka.geojson:1393,13.669,74.90305,67.7,-9.9,3632.5,True
ka.geojson:1394,13.68172,74.70149,12.4,-25.87,3411.0,True
ka.geojson:1395,13.67798,74.74734,26.3,-22.4,3477.5,True
ka.geojson:1396,13.67607,74.65564,16.6,-30.16,3415.5,True
ka.geojson:1397,13.67246,74.69035,7.1,-27.63,3385.8,True
ka.geojson:1398,13.67148,74.71749,16.1,-25.47,3405.1,True
ka.geojson:1399,13.66445,74.77187,30.1,-21.52,3482.9,True
ka.geojson:1400,13.64149,74.95984,173.3,-6.9,3828.2,True
ka.geojson:1401,13.66144,74.70803,9.9,-27.15,3389.4,True
ka.geojson:1402,13.65394,74.65623,4.6,-32.13,3338.8,True
ka.geojson:1403,13.65255,74.78144,21.2,-21.71,3456.4,True
ka.geojson:1404,13.65265,74.68188,4.1,-30.11,3340.6,True
ka.geojson:1405,13.65394,74.7191,19.6,-26.88,3414.1,True
ka.geojson:1406,13.64672,74.82392,43.1,-18.53,3591.4,True
ka.geojson:1407,13.63071,74.90815,57.3,-12.31,3687.0,True
ka.geojson:1408,13.619,74.84762,46.3,-18.56,3610.8,True
ka.geojson:1409,13.62615,74.77133,13.8,-24.73,3435.1,True
ka.geojson:1410,13.61954,74.68964,13.5,-32.3,3376.0,True
ka.geojson:1411,13.62487,74.71772,4.8,-29.45,3370.9,True
ka.geojson:1412,13.62321,74.73188,9.7,-28.37,3399.0,True
ka.geojson:1413,13.62419,74.74663,21.6,-27.02,3421.9,True
ka.geojson:1414,13.61053,74.6712,4.5,-34.62,3333.9,True
ka.geojson:1415,13.61044,74.9777,237.8,-7.24,4061.1,True
ka.geojson:1416,13.60321,74.80586,27.9,-23.43,3453.0,True
ka.geojson:1417,13.61187,74.73439,13.1,-29.06,3402.5,True
ka.geojson:1418,13.60381,74.76358,23.8,-27.14,3451.6,True
ka.geojson:1419,13.60119,74.71077,14.5,-31.96,3399.4,True
ka.geojson:1420,13.59858,74.88203,48.9,-16.86,3558.9,True
ka.geojson:1421,13.60422,74.69521,13.7,-33.07,3388.7,True
ka.geojson:1422,13.59609,74.68486,11.4,-34.62,3386.0,True
ka.geojson:1423,13.59278,74.73628,17.3,-30.37,3425.1,True
ka.geojson:1424,13.5926,74.93366,66.3,-12.43,3651.2,True
ka.geojson:1425,13.57969,74.82385,35.9,-23.43,3489.4,True
ka.geojson:1426,13.58417,74.67857,6.7,-36.1,3356.7,True
ka.geojson:1427,13.57427,74.71003,21.9,-34.08,3442.7,True
ka.geojson:1428,13.58672,74.77174,31.9,-27.67,3472.1,True
ka.geojson:1429,13.57933,74.73174,21.5,-31.77,3434.7,True
ka.geojson:1430,13.56012,74.75662,26.6,-30.87,3455.2,True
ka.geojson:1431,13.57471,74.68594,9.2,-36.18,3382.5,True
ka.geojson:1432,13.56127,74.93082,60.8,-14.4,3633.0,True
ka.geojson:1433,13.56571,74.79093,30.4,-27.36,3465.9,True
ka.geojson:1434,13.56642,74.85072,37.3,-21.77,3509.4,True
ka.geojson:1435,13.56468,74.68825,8.4,-36.72,3383.7,True
ka.geojson:1436,13.56644,74.87317,41.7,-19.66,3563.7,True
ka.geojson:1437,13.55486,74.9715,101.9,-10.68,3656.7,True
ka.geojson:1438,13.55191,74.73597,17.6,-33.31,3426.7,True
ka.geojson:1439,13.55128,74.71309,10.4,-35.43,3385.4,True
ka.geojson:1440,13.55312,74.69315,9.7,-37.11,3380.9,True
ka.geojson:1441,13.54539,74.82933,40.1,-25.01,3502.3,True
ka.geojson:1442,13.55357,74.77297,26.3,-29.8,3444.8,True
ka.geojson:1443,13.55305,74.8056,30.7,-26.8,3467.1,True
ka.geojson:1444,13.53815,74.88634,52.3,-19.87,3575.9,True
ka.geojson:1445,13.52805,75.01543,191.1,-7.04,3885.8,True
ka.geojson:1446,13.53209,74.83657,44.2,-25.02,3546.8,True
ka.geojson:1447,13.53651,74.68993,5.7,-38.54,3357.5,True
ka.geojson:1448,13.53743,74.73064,14.2,-34.74,3400.3,True
ka.geojson:1449,13.53147,74.85972,44.2,-22.8,3538.1,True
ka.geojson:1450,13.52442,74.77202,21.6,-31.63,3436.3,True
ka.geojson:1451,13.52167,74.80735,35.3,-28.38,3507.9,True
ka.geojson:1452,13.5248,74.7033,10.0,-38.06,3366.1,True
ka.geojson:1453,13.51087,74.92577,54.5,-16.95,3609.4,True
ka.geojson:1454,13.52498,74.96659,65.1,-12.27,3599.7,True
ka.geojson:1455,13.5194,74.74084,14.5,-34.87,3397.6,True
ka.geojson:1456,13.51206,74.68876,5.4,-40.2,3343.7,True
ka.geojson:1457,13.5084,74.71422,9.0,-38.02,3371.7,True
ka.geojson:1458,13.50537,74.72384,10.5,-37.28,3372.1,True
ka.geojson:1459,13.51269,74.88172,32.1,-21.41,3489.5,True
ka.geojson:1460,13.49399,74.70004,8.4,-40.17,3377.7,True
ka.geojson:1461,13.49839,74.73659,10.4,-36.42,3399.5,True
ka.geojson:1462,13.49612,74.76963,23.3,-33.31,3458.5,True
ka.geojson:1463,13.49023,74.84545,29.3,-25.93,3484.3,True
ka.geojson:1464,13.48915,74.8142,33.6,-29.16,3500.2,True
ka.geojson:1465,13.50321,74.96927,63.7,-12.53,3607.9,True
ka.geojson:1466,13.47267,74.89091,48.7,-21.58,3606.6,True
ka.geojson:1467,13.48981,74.99629,80.7,-9.71,3667.9,True
ka.geojson:1468,13.44827,75.08782,422.7,1.56,4859.9,True
ka.geojson:1469,13.4761,74.74938,17.6,-36.21,3431.4,True
ka.geojson:1470,13.4804,74.71173,14.9,-39.74,3389.8,True
ka.geojson:1471,13.46295,74.85763,25.2,-25.37,3471.0,True
ka.geojson:1472,13.47435,74.68916,3.4,-42.24,3336.9,True
ka.geojson:1473,13.47204,74.73049,9.7,-38.27,3378.6,True
ka.geojson:1474,13.4691,74.70897,12.8,-40.54,3382.7,True
ka.geojson:1475,13.46489,74.8154,25.1,-29.83,3456.0,True
ka.geojson:1476,13.4695,74.78572,19.8,-32.78,3416.4,True
ka.geojson:1477,13.47541,74.95666,64.8,-14.27,3619.8,True
ka.geojson:1478,13.45671,74.70304,6.5,-41.66,3361.6,True
ka.geojson:1479,13.45897,74.76617,14.5,-35.14,3410.9,True
ka.geojson:1480,13.4522,75.0043,110.2,-8.6,3607.7,True
ka.geojson:1481,13.45631,74.74724,9.4,-37.18,3375.2,True
ka.geojson:1482,13.44482,74.92379,63.7,-18.05,3679.2,True
ka.geojson:1483,13.44142,74.83571,27.0,-28.09,3467.8,True
ka.geojson:1484,13.44444,74.72328,10.2,-40.05,3372.4,True
ka.geojson:1485,13.4405,74.73277,12.7,-39.19,3399.5,True
ka.geojson:1486,13.43774,74.78281,25.0,-33.94,3470.7,True
ka.geojson:1487,13.44486,74.7051,4.5,-41.9,3344.6,True
ka.geojson:1488,13.44341,74.88379,43.8,-22.67,3549.7,True
ka.geojson:1489,13.4386,74.75203,13.8,-37.22,3413.6,True
ka.geojson:1490,13.39647,74.69788,5.3,-43.89,3356.5,True
ka.geojson:1491,13.44262,74.95009,56.4,-14.95,3617.2,True
ka.geojson:1492,13.43145,74.72866,15.3,-39.87,3410.5,True
ka.geojson:1493,13.42532,74.88267,36.9,-22.75,3649.3,True
